id		sentence		sentiment
14947		이런게 뉴스라니. . 이게 나라냐?		분노
14948		짱깨없음 굶어죽냐?		분노
14949		이게 박근혜임		분노
14950		감추고싶은 비밀이 뭘까?		분노
14951		오늘날씨를 오늘예보하냐 비안온다며 ㅋㅋㅋ		분노
14952		댓글만 봐도 상스러운 국민성이 보인다		분노
14953		빽차 뽑았다 다왔어요 잘들어가요 깜빵		분노
14954		우리나라면 안봐도 뻔한 삿대질에 꿍시렁쟁이들 뿐이엇을낀데		분노
14955		미친거아냐????관계자들 사퇴시겨		분노
14956		핵개발 지원해준 좌빨들 먼저 죽여야돼		분노
14957		내년에도 갈등을 주는 야구를 하겠다		분노
14958		어딜가나 또라이들은믾지		분노
14959		아니지. 건국 이래 최대 사기는 최순실 국정농단이지.		분노
14960		싶아 때려죽이고 저잣거리에 내달고 싶다 무당년은 찢어서		분노
14961		경제 사대주의냐. 망할 트럼프		분노
14962		FA제도 개선이 시급하구나		분노
14963		열심히 거짓말하는 널보니 죽방을 날리고싶구나 시ㆍㆍ발		분노
14964		대가빠리에 든게 없으니 하는 짓거리가 되돌이표만 계속 찍는 짓거리만 하는 구나...		분노
14965		똥통법으로 배터져라!!!!!!		분노
14966		박근혜와 ㅡ새누리가ㅡ나라를ㅡ망가뜨린다		분노
14967		유재석은 기부 안하냐고 하시는분들은 기부 안하세요??		분노
14968		형냐들 나만 불편해?		분노
14969		그냥 똥싸서 받아먹으라고 하지?		분노
14970		박근혜가 가는 어디든 가서 시위하겠다. ㅆㄴ이 내려올때까지		분노
14971		삼족 멸할만 하자나		분노
14972		똥누리는 박씨와 같이 없어져야 한다. 영원히.		분노
14973		수원삼성아지르자...!		분노
14974		촛불집회 하는 날이면 네이버엔 알바들이 너무 많이 보여요		분노
14975		박그네 순시리 병신년들 염병하네.		분노
14976		이양반아 투수 찾기 전에 코치부터 찾아야 되는거 아니냐?		분노
14977		우병우 온가족이 행방불명이랍니다. 미친검찰		분노
14978		참 병인거 같다 정신병!!		분노
14979		닭그네는 얼마지??		분노
14980		1명이죽고 5만명 살리지		분노
14981		그럼 lg는 또 답이 없는 거냐?		분노
14982		출근을 하고 싶지않아...		분노
14983		독일이 골 문 앞까지 어시스트 해줬는데 일부러 홈런쳐버린 조선 검찰		분노
14984		인간이 가장 잔인한 동물이다.		분노
14985		어떻게 범죄자가 더 당당할 수가 있지?		분노
14986		니들도 나중에 쇠고랑 차는날 반드시 올거다		분노
14987		Is야 나대지말고 그냥냅둬라		분노
14988		차라리 SNL 폐지해라!		분노
14989		저범죄자를 빨리 쇄고랑차는 모습을봐야 속이시원할텐데		분노
14990		으...댓글들 진짜 극혐이다ㅋㅋㅋㅋㅋㅋ		분노
14991		다음은 신동욱 이랑께?? ㅋㅋㅋㅋㅋ		분노
14992		미친 ㅡ ㅡ 머냐		분노
14993		이완영 꺼져라!!!!!!!		분노
14994		와~~뻔뻔함의 극치를보여주는구나!!!		분노
14995		다른사람의 아픔을 공감못하는 그여자는 추악한 소시오패스임!!!!		분노
14996		요즘 립밤은 이재용 립밤		분노
14997		이거 경찰청장한테 고소미 하나 날려줘야겠네		분노
14998		중대결함 1회면 교환,환불 해야지		분노
14999		저 마귀는 지옥에서도 싫어할듯		분노
15000		턱 집어넣어라 좋은말 할 때		분노
15001		18년은 18년동안 빵에가두고를 18번을 시켜도국민의 원성이 잠들수 있을까요?		분노
15002		양키새끼들 지들껀 줜니 감싸네		분노
15003		우동균,이영욱은 이름에서 빼라		분노
15004		노망난 노인네시키 사형시켜라		분노
15005		당장 엄벌하라!!!!		분노
15006		윤돌민 역대급 먹튀아니냐		분노
15007		대한민국 국민들가슴에 붉은색의피눈이 내립니다. . .		분노
15008		애시당초 아이폰 1부터 혁신은 없었다제록스 베끼고 엘지 베끼고..혁신은 개나줘라		분노
15009		범인 꼭 잡아 무기징역 시켜라 이놈 나오면 또 그런다		분노
15010		작년 보낼때는 인성이 어떻고하며 뭔 일이있어도 안잡는다더니 나바로 한해만에 인성이 갑자기 성인수준으로 올라왔냐		분노
15011		유병재: 신인은 어디서 경력 쌓냐 이 꼰대들아		분노
15012		약쟁이들은 다 죽어야됨		분노
15013		거기서 썩어라ㅡ독일서 종신형 살아라ㅡ		분노
15014		이런 상황까지 몰고간 이따위 미친 세상을 너무나도 증오한다!!!		분노
15015		Gps조작충들 영정 시켜라		분노
15016		녹취파일 전부 들어보고 싶네		분노
15017		이 도주한 흰색 승용차는 반드시 잡아서 살인죄로 다스려야 합니다.		분노
15018		제발 법대로 해라 법대로 ‥		분노
15019		삼청교육대 부활시켜서 살인자들 성범죄자들조폭들 다 집어넣고 돌려라		분노
15020		예능에서 법없이도 살것처럼 온갖 착한척은 다 하더니 3류 오피스텔 마사지 업소를 혼자 가?		분노
15021		이런 자슥이 속한 친박당 토나온데이!		분노
15022		정신적 이상이 있다는 쇼?얘라이 더런 ㄴ아		분노
15023		털어도 털어도 계속나오는구나		분노
15024		소녀상 이전뿐 아니라 해병대 주둔시켜야합니다!!!		분노
15025		진짜 버티는건 너무 파렴치하다!		분노
15026		난 저소득자인데 더내것지?		분노
15027		그냥 자살이라도해라		분노
15028		입학취소뿐만아니라 깜빵을보내라		분노
15029		사과하면 사람이 아니지		분노
15030		너희들은 국정교과서를 민주적으로 채택했냐? 나치놈들~		분노
15031		아직도 정신 못차렸구만 쫒겨나봐야 정신차릴거지?		분노
15032		군인 소환하네 건드리지 마라		분노
15033		쪽바리들 갈때 기자들 아무도 안갔어되는디...새끼들 자기나라 가는데 뭔 변명이 많아....		분노
15034		이제부터 최순실한테 지원 안하겠지ㅂ신들아ㅉ 적당히좀 해		분노
15035		세금이 아깝다 국민을 위하고 나라를 위해 일하고 뽑은사람들이 죄다 쓰레기이니 나라가 개판이지...		분노
15036		어휴 진짜 대가리 꽉막혀서 이게 뭐가무섭다고 징징거리는지 ㅋㅋ		분노
15037		순시리같은 인간이 넘 많아서 탈이야		분노
15038		배차 시간 맞추라고 닥달하는 회사가 더 문제임		분노
15039		김치년 데려가라		분노
15040		방통위에서 쪼아서 그런지 멤버들이 드립 안치고 몸을 사리네 진짜 누구 팬들 때문에..		분노
15041		와 시발 진짜 욕나온다저런것들이 대통령 하야?		분노
15042		장교직 파면시켜라!		분노
15043		터키 총리랑 is 랑 사우디 관계부터 파야 된다		분노
15044		그네누나~~창피하네요!!!		분노
15045		가격대비로 최악의 제품. 삼성이라는 이름값빼면 전혀 경쟁력이 없는데. 우리나란 그저 삼성이면 최고인줄.. 물론 잘만드는건 아는데 가격대비 최악.		분노
15046		거봐요 아이폰이 있는데 꼭 뻘짓하는 인간들이 이런 사고를 당하는겁니다		분노
15047		처벌할 법이 없다니 미개국이냐??!!!!		분노
15048		아직도 국민이 개돼지로 보이나보구나		분노
15049		네이팜탄으로 녹여도 시원찮을 닭사모 벌레들 ㅉㅉ		분노
15050		정유라가 이뻐서 남자들이 많이 따르나보다...		분노
15051		우선 역대 대통령부터 다 반환 받도록 합시다.		분노
15052		사족을 멸하자		분노
15053		깔꺼면 경기보고 까라 하이라이트충들아		분노
15054		여기서 댓글알바그만해라 권력의 개들이란		분노
15055		핵개발 이제 시작해라		분노
15056		최소한 미국은 저렇게 현실과 빗대어 얘기해도 억압 당하진 않지		분노
15057		전기차 충전 인프라좀 제대로 갖추자		분노
15058		먹는걸로 장난치는 것들은 그거 고대로 디질때까지 먹여라ㅡㅡ		분노
15059		규제할껀 규제해라!!!		분노
15060		대통령은 하야해라!!		분노
15061		닭이랑 같이가라		분노
15062		대사관 없애버리고 거기에 위안부 역사관을 건립하자.		분노
15063		전두환님 도와주소서 빨갱이를 다 남산으로		분노
15064		짜증나게 이럴줄알았으면 양산들고 나왔쟎아		분노
15065		청와대 에어컨도 없애고 여성부도 없애자		분노
15066		네이버는 언론조작을 당장 중단하라		분노
15067		3념 6개월 중형 돼져라		분노
15068		뭣이중헌디!!!!!더워디져불것고만		분노
15069		그렇게 말한 교사 학교ㆍㆍ처벌받을 각오 되있지?		분노
15070		예전부터 보니, 저 백신 수급조절에 실패하고 마구 뿌려대는 듯.		분노
15071		담정권이 바근혜 수사해서 순실이도 같이 재수사해야겠다		분노
15072		웃기네 웃기네 구라청 닥처		분노
15073		횟불로도 안되면 이젠 화염병 입니다!		분노
15074		너는 무슨 말을 해도 이제는 진실로 느껴지지 않는다.		분노
15075		나라꼬라지잘돌아간다...나라도개판인간들도개판		분노
15076		난 재 교통사고로 죽었음 좋겠다 진짜		분노
15077		일베들~~ 부끄러운줄 알아야지 !!		분노
15078		탄핵부결되면 국회의원다시뽑읍시당		분노
15079		욕나온다 대~~한민국		분노
15080		이런데도 할랄단지 만드는 인간은 뭐지?		분노
15081		부활은 개뿔,,, 광고구먼,,,		분노
15082		정말 대한민국 우습게 생각하내 저사람들.		분노
15083		내수차별 현기 망해라 ㅎㄹ		분노
15084		태극기 색깔 바꾸자는 멤버 있던 팀 아닌가		분노
15085		떨어진 두명 인생 책임져라!!		분노
15086		1번뽑고 닭뽑은사람들은애들한테 평생 죄값치뤄라		분노
15087		안재철은 모냐..비상게엄령? 미친		분노
15088		우리나라가 과연 법치국가인지 의심스러울지경이네요		분노
15089		UHD카메라가 달린 드론이 니집을 하루종일 날고 있단다...18!		분노
15090		정유라 이모든건 니부모를 원망해라		분노
15091		이딴새끼는 역적이다 신상공개해라		분노
15092		야스꾸니 신사에서 단체숙박하고 돌아올 땐 불질러라		분노
15093		벌써부터 꼴보기 싫어지는 이유가 뭐지 ;		분노
15094		인간이 이겼다고 좋아하지말고 얼른 한국도 조선말행태에서 벗어나 알파고 만들어서 알파고에는 알파고를 참가시켜라		분노
15095		일정이 없으면 쉬는날인가공무원이!!		분노
15096		한 10년 깜빵에서 썩고 반성하거라.		분노
15097		이런걸보면 경제는일류인데 정치는 삼류다		분노
15098		닭순실에 정신팔려서 핸드폰 제대로 만들어겠냐?		분노
15099		억지댓글 다는것들은 다 틀딱들...		분노
15100		할줄아는게 아가리		분노
15101		애완동물 한번이라도 버린적있으면 결혼하지마라		분노
15102		반기문은 위안부합의때 이미 친일파 인정한거 아님?		분노
15103		하루이틀이가 일터지면 뉴스내고 이슈화시키고 ㅉ		분노
15104		참 나라 팔아먹을 이름이네		분노
15105		변호인단 새끼들이 더 나쁜놈들이네		분노
15106		새누리 이 개만도 못한것들....		분노
15107		뒷통수 치는 그쪽 고장 사람들이 자주하는 짓꺼리같다.		분노
15108		반기문 가카는 일본과 위안부합의가 잘된 일이라든데 지금 상황에 대해 한마디 하시라!!		분노
15109		트럼프 아이 킬 유		분노
15110		세금 안내기 고수에게 배워서 세금 안내고 싶다....18		분노
15111		이분은 왜또. . 그려 ㅠㅡ		분노
15112		이참에 갱상도를 도려내는게 어떨지!!		분노
15113		갤7폭발하니 북김정은이가 핵폭벌실험하자나		분노
15114		동네유기견들 싹다모아 최여진모녀한테 보내자!!!!!!!!!!!!!!!!!! 버리기만 해봐라!!!!!!!!!!!!!!!!!!		분노
15115		당연히 대통이 탄핵되면 대통의 행적도 전면철회해야 하는거 아니냐		분노
15116		기사 내려라 좋은 말 할때		분노
15117		노인층은 젊은층의 미래를 망치지 마라!!!!		분노
15118		한국복싱이 살아나려면 물러나야할 두사람이네... 전문가나 데려오소		분노
15119		악마의 탈을 쓴 썅ㅎ년이네		분노
15120		죄질이 나쁘다.		분노
15121		약물 쳐맞고 성형하는것외에 이 여자가 한게 도대체 뭐가있나?		분노
15122		탈세는 범죄임 ... 인순이		분노
15123		포켓몬고하다가 운전자 피해주시지 마시고그냥 맨홀에 빠져뒤지세요		분노
15124		저걸사는놈들은 지부모가돈내겠지		분노
15125		어휴.. 무슨 꼴을 볼라고 이런 나라에서 누가 귀한 자식을 낳겠냐?		분노
15126		지금 금속탐지기 사러 갑니다.		분노
15127		에휴 저것들 작살내야 하는데..		분노
15128		친일우빨알바들 전라도,빨갱이 없으면 어떻게 사나		분노
15129		65세이상은 투표권 박탈시켜라!		분노
15130		진짜머같네		분노
15131		게임하러 속초가는 것들 ㅋㅋㅋㅋㅋㅋ		분노
15132		닭조경제의 일환이지 뭐.		분노
15133		박근혜 당장 탄핵시키고 구속수사 하세요		분노
15134		기레기야 얼마받고 기사썼냐 저질이네		분노
15135		희대의 정치 악마		분노
15136		순시리 땀에 언론사들 기세가 등등한 모양인데 이젠 눈에 뵈는게 없냐 똑바로 해라		분노
15137		또 간보네 나쁜새기들		분노
15138		암흑속에 갇혀있는 대가가 5천원...		분노
15139		이런 ㅆ ㅣ 팍 새끼		분노
15140		ㅍㅎㅎㅎ모른다네그럴줄알았다는!!!닭대가리들!!		분노
15141		이게 도대체 나라냐???		분노
15142		헬조선이사람 빙구만드네		분노
15143		박근혜가 저 사업 추진중인가? 변기녀		분노
15144		내주변사람들 다 수조원 은닉했을거라 예상하던데 특검만 몰랐을까		분노
15145		또 시작이네 갓잔은 년		분노
15146		와 진짜 합의 없이 싹다 처벌해주길!!		분노
15147		본보기로 퇴출시킵시다!		분노
15148		살인이 허용되는 하루 난 기상청직원들을 죽일것이다		분노
15149		진짜 이런 기사 쓸 시간에 노동정책이랑 복지정책 관련 기사나 써라		분노
15150		중국 공장도 중국춘절이라서 쉬네미세먼지 안오는거보니. 시발거		분노
15151		휴대용은 제로, 선풍기처럼 먼지 잔뜩 껴서 다 닦아야 겠네... 호구 디쟌!		분노
15152		김대중이 북한에 퍼다준 돈은요??		분노
15153		창내려..그만 우러먹고..		분노
15154		국정화 개 갔다 줘라.개가 씹어 먹어 버리게...		분노
15155		방통윈지 뭐시긴지 하는 일이 뭐냐		분노
15156		이걸기사라고쓴건가...		분노
15157		이번 보수진영에서 나라 말아먹을짓 하는 정치인새끼들 꼭 기억하자... 다음번에 응징 꼭하자		분노
15158		오촌살인사건보고 진짜 분노가치밀어오른다		분노
15159		저런 인간 같지도 않은 동물들 사형 시켜요 열불나니깐		분노
15160		다 무너져라......망할놈들		분노
15161		화웨이 태생 생각해보면 개인정보 유출에 도청까지 안하리라는 보장이 없는데 왜 사냐?		분노
15162		통신사에서 얼마나 쳐받으면 저런 소리를 ..		분노
15163		유치원원장이 국민과 대통령은 유치원생으로본거지		분노
15164		진짜 꺽이고 싶냐 ?		분노
15165		그렇게들 미국 입국금지를 찬성하신다면 우리나라에 친일파와 친일파를 지지하는 불순세력들 모두를 일본으로 추방해야 한다~		분노
15166		개만도 못한 연놈들~ 니들 심성이 악마라서 하늘이 도와 애가 안생기는건데 굳이 데려와서 애를 죽였네 입양 절차좀 강화합시다 백번 강화해도 진짜 아이 입양하고싶은 간절한 부모들은 응할거다		분노
15167		타계는 무슨 그냥 뒈짐이라고 표현해라		분노
15168		엄마라는 이름으로 더러운짓하고다니지 말아		분노
15169		범죄자가 대통령으로 있을순 없다		분노
15170		프로그래머들,엔지니어들 대접 제대로해줘라.		분노
15171		아니 폭발한거보상은?		분노
15172		일본놈들 진짜 싸가지 없어 정이 안가!!왠수야 왠수!일본넘들 사과를 정중하게 해 !!한국에 일본놈들 일본으로 돌아가 정말 싫다.		분노
15173		당장내려와		분노
15174		박그네 일당들은 전부 머리에 똥이다!!!!!		분노
15175		인간성이 이런사람이 어찌 일국의 수장자격이 있단 말이냐? 직위가 문제가 아니라 사람부터 되어야 된다!		분노
15176		국민들은 돈 없어서 돈 아끼는데 누구는 돈 펑펑쓰네ㅋ		분노
15177		진정 찢어주고 싶네		분노
15178		법대로해라 법대로 수사하면 되고 닥녀ㄴ 도 언능 잡아라		분노
15179		뭐야 차우찬 엘지 온다며 씨쌔꺄 통수치냐?		분노
15180		느그 자슥도 똑같은 고통이 따를것이다		분노
15181		기승전 왜 돈으로끝나냐행복하시길!!		분노
15182		애플 상단바내리는거 삼성꺼 따라한거아님?		분노
15183		즉시사형 시켜야한다.		분노
15184		남자들 보고 뭐라 하는데 몸파는 김치년들 니들이 더 더러워 이냔들아.		분노
15185		얘는 인생자체가 거짓이여		분노
15186		이대의 쓰레기들		분노
15187		이거 다 t맵이다 카카오네비 김기사 인수한거고 김기사 t맵 고대로 배낀거 소송거니 카카오에팔고 약간 손본게 까카오네비구만 똑같은 네비 업버전 마이너버전 가지고 기레기는 뭐하는거냐		분노
15188		그래서 소송하셔야죠 졷성님들아 ^^ 왜 소송을 안하실까...ㅋㅋㅋㅋㅋㅋㅋㅋ		분노
15189		이번에도 무고죄로 밝혀지면 확실히 구속시켜라		분노
15190		또 가격은근슬쩍 올리는거봐라 양버스치기들		분노
15191		주유소 세금 면제는 안해주나? 70%가 세금 이다.		분노
15192		쓰레기짓 했구만 몰카		분노
15193		저럼서 최저임금은 등한시하냐.		분노
15194		메가히트 완성할까가 아니고요 기자님 지금 완성 같은데요??ㅋㅋ		분노
15195		얘네 언제 바다속으로 가라앉냐 예언이 그렇던데..		분노
15196		누진세 폐지해라 언제까지 국민들의 소리는 무시할꺼냐		분노
15197		그야말로 거품일세 ~~~~~~~		분노
15198		저냔 따귀 손등으로 때려보고싶다		분노
15199		대한민국을 향해선 더러우면 자체 핵무장하라는 말로 들린다.		분노
15200		갤럭시S7 AP 그대로 쓴건 너무 했어 진짜		분노
15201		좋은 변호사 사서 법적으로만 무죄 받아내면쓰레기 망나니짓해도 상관없구나		분노
15202		불법조업안하면다해결되는데 뭐가불만이고		분노
15203		나이 똥구멍 처먹는다는 좋은 예.		분노
15204		박종철이 세대다 박종철이는 민주열사다 왜 좌빨들이 욕 보이는가		분노
15205		특검 개애식끼들이 구속될 날이 반드시 오니 그 때까지 견디어 최후 승자가 될것이다..		분노
15206		쓸데없는 짓한다.		분노
15207		이러니 애를 않낳으려고 하지 더운데 애키우게 생겼냐??		분노
15208		이런 대통령 만든 위대한 정당 새누리		분노
15209		3백명이 넘는 세월호 희생자 유가족들에게 염치하나 없는년		분노
15210		똥인지 된장인지 구분도 못히는 박사모인지 개또라이인지!! 귀신들 뭐하냐??		분노
15211		누진세좀 없애자... ㅋ		분노
15212		씨반것들! 어떻게든 뇌물로 엮어가려하는구나 게언론검찰 나부랭이들이		분노
15213		사실이면 직업 깡패지 무슨 선생이냐.		분노
15214		뭐 잘난 와꾸라고 나올때마다 족발로 가드를치냐?????		분노
15215		오함마 갖고와라		분노
15216		삼성이 돈을 조금더 벌려고 싸구려 중국산 밧데리 장착했다가 개망신 당하는구나!		분노
15217		저러니까 학폭을 경찰이 아니라 심부름센터나 그런데에 맡기는거지		분노
15218		혹시 냉장고와 세탁기는 안갖고 다녔나요?		분노
15219		파마랑 성형시술 했잔아 ~~~~~ 했다고 솔직하게 말해 ~~~~~~~~!!!		분노
15220		얼굴표정봐라 와사바리시뤄가 아스팔트로 갈아버리까나리다		분노
15221		한대 줘 패주고싶다.		분노
15222		이것들 모두 쇠고랑 채워서 이대 앞에 게시		분노
15223		기아전에서 패한게아니라 엘지전이다		분노
15224		저 정신병자 일베충.닭사모.틀딱새끼들 한강물 얼기 전에 수장시켜 버려라 개쑤레기 새끼들~		분노
15225		북한하고 얼른 통일해서 북한 SLBM으오 일본 불바다 만들고 싶다.		분노
15226		회사 커가고 돈좀버니까 국민들이 개돼지로 보이지??		분노
15227		이런 기사에 악플다는 쓰레기 인간들도 있다니..!!		분노
15228		비박이던 친박이던 이번에 탄핵 안하면 국회의원 끝이죠^^		분노
15229		짱깨에서 날아오는 미세먼지도 서민 괴롭히기용으로 쓰는 대단한 정부 ㅋㅋㅋㅋㅋㅋ		분노
15230		와 시발 네이버 수준..		분노
15231		중국업체야 좀 망하라		분노
15232		폰팔이들 다 없애라		분노
15233		청와대 약 모조리 빼라!!!		분노
15234		뻔뻔함의 극치 우병우		분노
15235		아니 원래 사드는 비밀리에 배치하고 배치한후에 발표하면 됐을것을 좌파들이 사드배치가 의심된다며 몇년전부터 개난리를 쳐왔고 그러니 비밀리에 못하고 공식적으로 배치결정을 할수밖에 없었고 중국은 당연히 반대하는거고 한국의 정치권이 잘못해놓고 왜 중국을 탓하냐 한국이 중국을 원망할 자격이 있냐 이거야		분노
15236		당신 당선에 한표 준 사람들이나 지지자에대해최소한 양심이 있으시다면 꼼수 그만 부리시고 당당히 특검조사에 응하십시요!! 너무 졸렬한 꼼수에 어의가 없습니다.		분노
15237		현기차 정도면 막 가져다 내놔도 상관없지 ! 암!		분노
15238		멀 고민해 더러우면 하는거지		분노
15239		박그네는 하야가 아니라 탄핵이 답같네요		분노
15240		밑구녕 탈탈털리게 강간범 성추행범들하고 한방쓰게해라 ㅋ		분노
15241		8촌까지 멸해라~~~~~!!!!!		분노
15242		손에서 터져봐야 정신차리려나;		분노
15243		새누리 이자들을 능지처참하라~~~!		분노
15244		확실히 법이 똑바로 안먹히는 곳인데 그냥 다 총으로 죠지는게 답이지		분노
15245		일본이랑 전라도에 지진좀 팍팍 일어나라		분노
15246		페미메갈은 존재자체가 극혐이다		분노
15247		일본애들이 얼마나 비웃을까나 이망할뇬아		분노
15248		3시간 예보나 맞추세요!!!		분노
15249		아예 국립현충원에서 해라 씹빡들아		분노
15250		연뱅하고 자빠졌네 하는짓이 똥누리당이랑 똑같냐, 사고만 터졌다하면 당면 바꿔서 박쥐처럼 기생하더니만.		분노
15251		노인네들이 압도적으로 1번 찍어주는데 정부와 여당에서 노인네들 싫어할 짓을 할리가 있나		분노
15252		김기춘, 우병우도 조사해라 .. 법앞에 평등		분노
15253		쿠데타는 전두환한테 배워라..ㅋㅋ 교육비 600억원 터키 쿠데타는 연극 쩐다..		분노
15254		제발 감방에서 죽어라		분노
15255		놀리냐 개같은 x아.		분노
15256		역사를 잊은 원숭이에겐 바나나란 없다...		분노
15257		한화와 대한민국의 공통점은 바로 윗대가리의 무능		분노
15258		이정도면 더 볼것도 없네		분노
15259		단통법을 없애라니까 무슨 뻘짓		분노
15260		이 순간이 훗날 역사에 기록돼서 다시는 박근혜 같은 년이 대통령 못하게 해야함		분노
15261		그야말로 개돼지네요.		분노
15262		내 개인정보 짱깨한테 다털리라고 저딴 쓰레기폰을 사겠냐ㅋㅋㅋ		분노
15263		제 기준으로 상습음주운전자는 예비흉악범입니다.		분노
15264		국방비리도 많은데 S8폭발하면 폐기하지말고 북한에 던져버려		분노
15265		자칭 보수라는 새누리 수구꼴통 빨갱이당이 정말 잘 이용하는 방식이지. 역시.		분노
15266		위원회따위가 전국민호구로 만드는게 정상인가?		분노
15267		정유라랑 한방에 집어 넣어서 반성 좀 시켜라		분노
15268		보수라 칭하지 말고 십상시파 라고 붙여라		분노
15269		주휴수당 이런 개같은거 하지말고 최저시급을 애초에 올려라		분노
15270		은퇴해라, 너 같은놈 응원한 내가 비유웅신이지.		분노
15271		아가리만 처벌려면 말빠꾸는 정신나간 년 힐러리가 대통령 되는 일은 없으니까 걱정들 마셔! 미국 대통령은 트럼프가 당선될 확율 100%니까		분노
15272		삼성과 국내기업들은 비웃고 있을들...호갱님!		분노
15273		이것들의 실체는 우익보수로 신분세탁한 빨갱이들과 친일파와 박정희일가 노비들임		분노
15274		예체능은 지들끼리 짜고치는 고스톱		분노
15275		순실이똥구녕빨아주고 호가호위한 버.러.지.년놈들과 구케원해쳐묵고있는 쓰.레.기.년놈들을 모조리잡아와서 광화문에서 소각해라.!!!!!		분노
15276		나라가 이꼴인데 무슨 FA가 중요하나....		분노
15277		보통이 아니니 무지막지 해쳐먹고 뻔뻔하지		분노
15278		제발 좀 꺼져라 망할x년아		분노
15279		반성따위팔요없고 사퇴하세요		분노
15280		저기 대통령이가??		분노
15281		그네..순시리..병우...한나라구캐으원 ..다..주겨라!!!		분노
15282		단통법 만든 사람들 조사해서 통신사의 로비와 비리를 밝혀야된다.		분노
15283		현대차 영원히 불매!! 가족, 지인, 주변, 거래처 모두에게 단디 알리리라! 지들이 이정재야 뭐야!!		분노
15284		합의를 개떡같이한 정부도 문제야		분노
15285		일본은 그냥 다 사라져라		분노
15286		그냥 또 물가 쳐올리는 수작		분노
15287		아이고 조작가요 1위가 뭔 소용이냐 ㅋㅋㅋㅋ		분노
15288		우리나란 대체 뭐하냐?		분노
15289		아주 다 해먹으려고 작정을 했구나 두년이........		분노
15290		김경숙눈하나 깜빡안하고 거짓 말을 하더니법정 최고 형으로 깜방 보내야 한다		분노
15291		아무리 돈이 좋아도 이 변 은 뭐 이런 인간을 변호하냐 ㅡ		분노
15292		뻔뻔함의 극치네 ㅉㅉ		분노
15293		미친...나라가 이모양니니 별개 다 대충이구만...		분노
15294		저늙은놈 수첩에는 살생부가 있다		분노
15295		증인 보호프로그램 가동시키고 재단해체시켜라		분노
15296		된장녀들이문져야당당이세금내고들어와라		분노
15297		입만 벌리면 아주 그짓말이 자동으로 나와		분노
15298		지금 하는거 봐서는. 북괴놈들 매일 미사일 싸지르고. 우린 낼모래가 국감인데 누진제는 이제 끝장이야!!!		분노
15299		그 입 다물라		분노
15300		최순실이 승인해주디?		분노
15301		외교관계 단절합시다.		분노
15302		니들이하는일이그렇지뭐		분노
15303		우리 국민은 10년동안 피눈물을 흘립니다		분노
15304		오늘부터 개누리는 신천지 박사모당이다		분노
15305		재미들린 황 내 시 의 대통령 놀이 !		분노
15306		검찰은 JTBC 태블릿pc 조작 사건 신속히 수사하고 손석희 당장 체포해라.		분노
15307		이 시국에 짱국을 가?		분노
15308		솔직히 지금 스마트폰 만드는데 한대당 광고비 원재료 인건비 운송비 기타등등 해서 20만원은 드냐 ??? 이렇게 양산해 내는데 ?? 한대당 얼마나 비용이 들길래 90만원이나 받는거지 ?		분노
15309		모조리 잡아 족쳐라 검찰이 살길이다		분노
15310		일본에 대신 너거 마누라 줘라 자슥들아		분노
15311		꺼져 노인네야 김주현 안쓸거면서 뭘 또 입털어		분노
15312		개누리 는 국민들이 보고 싶지않는당		분노
15313		클레임거는 놈들은 택배사에서 블랙리스트만들어 배송 거부하면 좋겠다.		분노
15314		대통령이 사임결정하면 모든게 순리대로 되는데 대통령은 아무런 결정을 하지 않고 말장난만 하고 있습니다		분노
15315		우리 의견은 무시되는 껴있는 한국		분노
15316		명박이때 면허 많이 따게해서 차를 많이 팔아먹고 세금을 거둬들엿지-		분노
15317		국고에 보탬이되게 벌금 때려라		분노
15318		한심한 개.......사ㅣ끼들!!!!!		분노
15319		인간 쓰레기 박지원 같은 색기들이 왜 이렇게 많으냐		분노
15320		역시 짱꿔 대국 그릇이 안됨......		분노
15321		이런데도 방사능 쩔은 일본 여행간다고 자랑하는 개돼지들.		분노
15322		미친 개또라이년이 나라를 말아먹네		분노
15323		중국을 짱개라고 비하하지마라. 비하하면 우리도 그들과 다를게뭘까		분노
15324		나라가 이런데 정신차리세여		분노
15325		그만큼 꼴통들이 갱상도에 모여있단 뜻...		분노
15326		박근혜 하야 개누리당 해체가 답		분노
15327		여의도에 개누리당 당사 있다...궁물당도..!!!		분노
15328		이제부터 공약 안지키는 대통령은 탄핵 대상이다		분노
15329		is 진짜 악의 축이다		분노
15330		김민희 홍상수는 왜없냐		분노
15331		태블릿이 어려운것도 아니고 숟가락올려놓듯 손가락만 살짝 움직이면 되는걸 뭘 사용을 한줄아네 모르네 그러고 있어 3살짜리도 해 ~		분노
15332		이걸 허가해준 놈들이 누군지 정말 궁긍하다 미치지 않고서야??		분노
15333		이레서 지하철을 탈수가 있나?		분노
15334		최저 임금은 오르면 망한다는 자영업자알아서 폐업해라		분노
15335		역시 돈이 있고 봐야하는거야 모야		분노
15336		디젤방구 극혐인건 인정		분노
15337		뭐잘했다고 당당하냐 ㅋㅋ		분노
15338		대한민국은 무슨법이 죄인을 떠받드냐		분노
15339		한놈만 패봐 나머진 진실을 말한다		분노
15340		사시미를 들고 댕기면서 후려버려야만 한다		분노
15341		아차피 이번 정권은 쓰레기였는데... 조금만 참자고요		분노
15342		구라좀 치지마 구라청아		분노
15343		갑자기 왜 빼는거냐????		분노
15344		쟤는 위기의식같은거를 못느끼냐?		분노
